turbostat version 18.07.27 - Len Brown <lenb@kernel.org>
CPUID(0): GenuineIntel 0xd CPUID levels; 0x80000008 xlevels; family:model:stepping 0x6:3a:9 (6:58:9)
CPUID(1): SSE3 MONITOR SMX EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, No-HWP, No-HWPnotify, No-HWPwindow, No-HWPepp, No-HWPpkg, EPB
cpu2: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX
cpu2: MSR_MISC_PWR_MGMT: 0x00400000 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
RAPL: 1456 sec. Joule Counter Range, at 45 Watts
cpu2: MSR_PLATFORM_INFO: 0x80c10f0011b00
12 * 100.0 = 1200.0 MHz max efficiency frequency
27 * 100.0 = 2700.0 MHz base frequency
cpu2: MSR_IA32_POWER_CTL: 0x0014005d (C1E auto-promotion: DISabled)
cpu2: MSR_TURBO_RATIO_LIMIT: 0x23232425
35 * 100.0 = 3500.0 MHz max turbo 4 active cores
35 * 100.0 = 3500.0 MHz max turbo 3 active cores
36 * 100.0 = 3600.0 MHz max turbo 2 active cores
37 * 100.0 = 3700.0 MHz max turbo 1 active cores
cpu2: MSR_CONFIG_TDP_NOMINAL: 0x0000001b (base_ratio=27)
cpu2: MSR_CONFIG_TDP_LEVEL_1: 0x120000000000000 (PKG_MIN_PWR_LVL1=288 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=0 PKG_TDP_LVL1=0)
cpu2: MSR_CONFIG_TDP_LEVEL_2: 0x120000000000000 (PKG_MIN_PWR_LVL2=288 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=0 PKG_TDP_LVL2=0)
cpu2: MSR_CONFIG_TDP_CONTROL: 0x80000000 ( lock=1)
cpu2: MSR_TURBO_ACTIVATION_RATIO: 0x00000000 (MAX_NON_TURBO_RATIO=0 lock=0)
cpu2: MSR_PKG_CST_CONFIG_CONTROL: 0x1e008404 (UNdemote-C3, UNdemote-C1, demote-C3, demote-C1, locked, pkg-cstate-limit=4 (pc7))
cpu2: POLL: CPUIDLE CORE POLL IDLE
cpu2: C1: MWAIT 0x00
cpu2: C1E: MWAIT 0x01
cpu2: C3: MWAIT 0x10
cpu2: C6: MWAIT 0x20
cpu2: C7: MWAIT 0x30
cpu2: cpufreq driver: intel_pstate
cpu2: cpufreq governor: powersave
cpufreq intel_pstate no_turbo: 0
cpu2: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
cpu0: MSR_IA32_ENERGY_PERF_BIAS: 0x00000006 (balanced)
cpu0: MSR_RAPL_POWER_UNIT: 0x000a1003 (0.125000 Watts, 0.000015 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x01200168 (45 W TDP, RAPL 36 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x800081c200dc8168 (locked)
cpu0: PKG Limit #1: ENabled (45.000000 Watts, 28.000000 sec, clamp DISabled)
cpu0: PKG Limit #2: ENabled (56.250000 Watts, 0.000977* sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x00691200 (105 C)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88340108 (53 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00c1ad00 (40 C, 60 C)
cpu2: MSR_PKGC3_IRTL: 0x0000883b (valid, 60416 ns)
cpu2: MSR_PKGC6_IRTL: 0x00008850 (valid, 81920 ns)
cpu2: MSR_PKGC7_IRTL: 0x00008857 (valid, 89088 ns)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IRQ	SMI	POLL	C1	C1E	C3	C6	C7	POLL%	C1%	C1E%	C3%	C6%	C7%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	PkgWatt	CorWatt	GFXWatt
3	0.16	1974	2691	162	0	0	8	0	1	0	185	0.00	0.37	0.00	0.00	0.00	99.46	1.00	0.01	0.00	98.83	49	48	0.00	350	0.74	0.01	0.90	93.49	3.46	0.58	0.00
7	0.30	2382	2691	193	8	0	0	22	6	0	282	0.00	0.00	0.04	0.03	0.00	99.64	0.57	0.64	0.00	98.50	47	48	0.00	600	1.14	0.92	1.24	93.19	3.37	0.50	0.00
7	0.31	2220	2691	266	0	0	1	11	0	0	332	0.00	0.00	0.36	0.00	0.00	99.34	1.14	0.03	0.00	98.51	49	49	0.00	350	1.04	0.11	1.19	91.92	3.40	0.50	0.00
6	0.24	2396	2691	146	8	0	2	16	7	0	231	0.00	0.05	0.05	0.01	0.00	99.67	0.58	0.57	0.00	98.62	48	49	0.00	350	0.80	0.67	0.88	94.30	3.34	0.47	0.00
4	0.20	2069	2691	179	8	0	0	0	0	0	217	0.00	0.00	0.00	0.00	0.00	99.84	0.26	0.00	0.00	99.54	51	49	0.00	350	0.70	0.00	0.83	96.51	3.21	0.35	0.00
6	0.27	2234	2691	232	8	0	1	25	8	0	309	0.00	0.00	0.13	0.02	0.00	99.59	0.71	0.55	0.00	98.48	47	48	0.00	350	1.18	0.67	1.33	92.98	3.37	0.48	0.00
3	0.13	2023	2691	104	0	0	0	0	0	0	137	0.00	0.00	0.00	0.00	0.00	99.87	0.20	0.00	0.00	99.68	48	49	0.00	350	0.55	0.00	0.72	97.20	3.16	0.32	0.00
5	0.23	2301	2691	160	8	0	0	16	8	0	251	0.00	0.00	0.09	0.01	0.00	99.67	0.56	0.72	0.00	98.48	50	48	0.00	350	0.84	0.84	0.99	94.06	3.31	0.45	0.00
3	0.13	2016	2691	119	0	0	0	2	0	0	139	0.00	0.00	0.01	0.00	0.00	99.87	0.22	0.00	0.00	99.64	48	48	0.00	350	0.73	0.00	0.96	96.55	3.17	0.32	0.00
6	0.25	2337	2691	166	8	0	1	20	6	0	253	0.00	0.00	0.04	0.01	0.00	99.72	0.47	0.75	0.00	98.54	48	49	0.00	350	0.93	0.93	0.99	94.34	3.30	0.43	0.00
3	0.19	1802	2691	210	0	0	0	1	0	0	234	0.00	0.00	0.00	0.00	0.00	99.81	0.27	0.00	0.00	99.55	48	48	0.00	350	0.83	0.00	1.00	96.15	3.20	0.34	0.00
6	0.25	2289	2691	179	8	0	0	17	9	0	265	0.00	0.00	0.04	0.02	0.00	99.70	0.50	0.72	0.00	98.53	51	48	0.00	350	1.04	0.93	1.12	93.77	3.33	0.46	0.00
3	0.16	1852	2691	141	0	0	0	2	0	0	168	0.00	0.00	0.00	0.00	0.00	99.84	0.22	0.00	0.00	99.62	48	49	0.00	350	0.76	0.00	0.93	96.40	3.18	0.33	0.00
6	0.28	2198	2691	245	8	1	0	35	10	0	315	0.00	0.00	0.47	0.05	0.00	99.22	1.38	0.78	0.00	97.56	48	49	0.00	350	1.07	1.02	1.39	90.07	3.42	0.51	0.00
3	0.14	1905	2691	126	0	0	0	1	0	0	159	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.64	49	47	0.00	350	0.76	0.00	0.99	96.41	3.18	0.33	0.00
6	0.25	2257	2691	171	8	0	1	8	6	0	271	0.00	0.00	0.02	0.02	0.00	99.72	0.60	0.52	0.00	98.63	48	49	0.00	350	0.99	0.65	1.18	93.70	3.33	0.46	0.00
3	0.14	1954	2691	126	0	0	0	2	2	0	150	0.00	0.00	0.00	0.01	0.00	99.85	0.22	0.01	0.00	99.64	47	47	0.00	350	0.62	0.00	0.75	96.96	3.16	0.32	0.00
6	0.24	2303	2691	170	8	0	0	17	6	0	263	0.00	0.00	0.03	0.02	0.00	99.71	0.48	0.67	0.00	98.61	47	48	0.00	350	0.98	1.08	1.20	93.67	3.31	0.45	0.00
3	0.16	2082	2691	121	0	0	0	1	0	0	161	0.00	0.00	0.00	0.00	0.00	99.84	0.25	0.00	0.00	99.59	51	48	0.00	350	0.73	0.00	0.92	96.43	3.20	0.35	0.00
7	0.29	2392	2691	171	16	0	0	20	8	0	265	0.00	0.00	0.06	0.02	0.00	99.67	0.54	0.76	0.00	98.42	47	48	0.00	350	0.89	0.93	1.07	94.06	3.32	0.46	0.00
3	0.16	1857	2691	161	0	0	8	0	1	0	190	0.00	0.39	0.00	0.00	0.00	99.45	1.02	0.01	0.00	98.81	48	48	0.00	350	0.75	0.00	0.92	93.38	3.45	0.57	0.00
6	0.26	2250	2691	206	8	0	1	18	7	0	289	0.00	0.00	0.11	0.02	0.00	99.62	0.64	0.76	0.00	98.34	47	48	0.00	350	0.86	0.83	1.01	93.81	3.34	0.47	0.00
3	0.14	1944	2691	116	0	0	0	1	0	0	152	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.63	48	48	0.00	350	0.67	0.00	0.77	96.73	3.18	0.33	0.00
33	1.04	3202	2691	274	24	0	0	39	9	1	370	0.00	0.00	0.31	0.05	0.02	98.65	1.80	0.68	0.03	96.45	48	48	0.00	350	1.31	1.06	1.72	84.70	4.28	1.33	0.00
3	0.15	1943	2691	138	0	0	0	3	2	0	160	0.00	0.00	0.00	0.01	0.00	99.84	0.22	0.01	0.00	99.61	47	48	0.00	350	0.74	0.02	0.99	96.42	3.18	0.33	0.00
6	0.24	2307	2691	172	8	0	2	22	6	0	253	0.00	0.01	0.08	0.03	0.00	99.65	0.56	0.76	0.00	98.44	49	47	0.00	350	1.00	0.97	1.13	93.76	3.33	0.46	0.00
3	0.15	1842	2691	147	0	0	0	1	1	0	176	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.60	47	47	0.00	350	0.78	0.00	1.09	96.24	3.18	0.33	0.00
5	0.23	2391	2691	158	8	0	3	13	8	0	246	0.00	0.01	0.03	0.03	0.00	99.71	0.56	0.57	0.00	98.65	47	48	0.00	350	0.87	0.70	1.06	94.32	3.29	0.44	0.00
3	0.13	1968	2691	109	0	0	0	1	1	0	144	0.00	0.00	0.00	0.00	0.00	99.86	0.21	0.01	0.00	99.65	48	48	0.00	350	0.62	0.01	0.78	96.84	3.16	0.33	0.00
8	0.35	2310	2691	292	8	0	4	22	7	0	373	0.00	0.05	0.10	0.01	0.00	99.50	0.84	0.66	0.00	98.16	48	48	0.00	350	1.10	0.78	1.44	92.38	3.43	0.55	0.00
3	0.15	2053	2691	118	0	0	0	0	3	0	157	0.00	0.00	0.00	0.02	0.00	99.83	0.24	0.03	0.00	99.57	47	47	0.00	350	0.70	0.02	0.88	96.45	3.19	0.34	0.00
6	0.24	2315	2691	174	8	0	1	15	9	0	268	0.00	0.00	0.08	0.05	0.00	99.64	0.55	0.78	0.00	98.42	47	47	0.00	350	0.88	0.83	1.06	93.97	3.30	0.44	0.00
3	0.16	1864	2691	155	0	0	0	3	1	0	186	0.00	0.00	0.00	0.00	0.00	99.83	0.27	0.00	0.00	99.57	47	48	0.00	350	0.77	0.00	1.03	96.12	3.20	0.35	0.00
6	0.25	2269	2691	175	8	0	0	14	8	0	263	0.00	0.00	0.09	0.03	0.00	99.65	0.60	0.63	0.00	98.53	47	48	0.00	350	0.91	0.86	1.01	93.79	3.31	0.45	0.00
4	0.18	2099	2691	126	8	0	0	0	1	0	164	0.00	0.00	0.00	0.00	0.00	99.85	0.22	0.01	0.00	99.59	49	49	0.00	350	0.71	0.02	1.07	96.32	3.19	0.34	0.00
6	0.27	2218	2691	215	8	0	3	17	9	0	297	0.00	0.04	0.11	0.06	0.00	99.53	0.76	0.61	0.00	98.35	46	47	0.00	350	1.08	1.20	1.47	92.16	3.37	0.50	0.00
3	0.14	1957	2691	116	0	0	0	1	0	0	151	0.00	0.00	0.00	0.00	0.00	99.86	0.20	0.00	0.00	99.66	48	48	0.00	350	0.60	0.00	0.79	96.90	3.16	0.32	0.00
6	0.26	2177	2691	217	8	0	1	20	5	0	307	0.00	0.00	0.12	0.01	0.00	99.63	0.65	0.72	0.00	98.37	51	50	0.00	350	0.76	0.85	0.94	94.02	3.32	0.46	0.00
3	0.16	1879	2691	139	0	0	0	1	1	0	174	0.00	0.00	0.00	0.00	0.00	99.84	0.27	0.00	0.00	99.58	49	49	0.00	350	0.81	0.00	1.16	95.85	3.19	0.34	0.00
6	0.28	2286	2691	210	8	0	1	17	8	0	306	0.00	0.00	0.04	0.01	0.00	99.68	0.53	0.72	0.00	98.47	50	48	0.00	350	1.04	0.88	1.43	93.38	3.35	0.47	0.00
3	0.14	2009	2691	117	0	0	0	2	1	0	146	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.63	50	50	0.00	350	0.61	0.00	0.78	96.85	3.17	0.33	0.00
5	0.24	2278	2691	171	8	0	1	10	9	0	267	0.00	0.05	0.05	0.02	0.00	99.65	0.75	0.49	0.00	98.52	50	50	0.00	350	0.84	0.84	1.07	93.60	3.34	0.47	0.00
4	0.21	1919	2691	221	0	0	8	0	0	0	254	0.00	0.37	0.00	0.00	0.00	99.41	1.07	0.00	0.00	98.72	48	48	0.00	350	0.81	0.00	1.21	92.75	3.48	0.60	0.00
6	0.27	2188	2691	212	8	0	1	23	8	0	295	0.00	0.03	0.07	0.01	0.00	99.63	0.63	0.69	0.00	98.40	48	48	0.00	350	0.87	0.88	1.21	93.47	3.35	0.48	0.00
3	0.13	1912	2691	114	0	0	0	1	0	0	147	0.00	0.00	0.00	0.00	0.00	99.86	0.22	0.00	0.00	99.65	46	47	0.00	350	0.59	0.00	0.88	96.84	3.15	0.32	0.00
6	0.24	2270	2691	174	8	0	0	16	7	0	259	0.00	0.00	0.06	0.02	0.00	99.69	0.51	0.75	0.00	98.49	46	48	0.00	350	0.91	0.85	1.15	93.94	3.31	0.46	0.00
3	0.14	1919	2691	121	0	0	0	1	0	0	156	0.00	0.00	0.00	0.00	0.00	99.86	0.21	0.00	0.00	99.65	49	47	0.00	350	0.57	0.00	0.85	96.94	3.15	0.32	0.00
6	0.29	2172	2691	245	8	0	0	21	5	0	336	0.00	0.00	0.06	0.01	0.00	99.65	0.59	0.73	0.00	98.40	48	49	0.00	350	1.08	0.88	1.56	92.83	3.35	0.48	0.00
3	0.13	2003	2691	105	0	0	0	2	1	0	139	0.00	0.00	0.01	0.00	0.00	99.86	0.22	0.01	0.00	99.64	48	49	0.00	350	0.52	0.01	0.74	97.07	3.15	0.32	0.00
7	0.30	2371	2691	182	16	0	0	18	5	0	282	0.00	0.00	0.05	0.01	0.00	99.69	0.59	0.68	0.00	98.43	50	48	0.00	350	0.88	0.69	1.11	94.13	3.34	0.47	0.00
3	0.17	1819	2691	195	0	0	8	2	1	0	217	0.00	0.39	0.00	0.00	0.00	99.43	1.06	0.00	0.00	98.77	47	48	0.00	350	0.72	0.00	1.13	93.05	3.45	0.58	0.00
5	0.23	2308	2691	149	8	0	0	19	4	0	242	0.00	0.00	0.05	0.01	0.00	99.72	0.53	0.66	0.00	98.57	47	47	0.00	350	0.77	0.75	0.94	94.62	3.28	0.43	0.00
3	0.13	1941	2691	111	0	0	0	0	0	0	147	0.00	0.00	0.00	0.00	0.00	99.86	0.20	0.00	0.00	99.66	47	48	0.00	350	0.62	0.00	0.80	96.95	3.15	0.32	0.00
6	0.24	2283	2691	171	8	0	0	18	7	0	256	0.00	0.00	0.10	0.02	0.00	99.65	0.63	0.73	0.00	98.40	49	49	0.00	350	0.91	0.72	1.14	93.66	3.34	0.47	0.00
3	0.13	1964	2691	108	0	0	0	0	0	0	142	0.00	0.00	0.00	0.00	0.00	99.87	0.21	0.00	0.00	99.66	47	48	0.00	350	0.57	0.00	0.76	96.99	3.15	0.32	0.00
5	0.24	2259	2691	159	8	0	0	17	6	0	249	0.00	0.00	0.04	0.01	0.00	99.72	0.48	0.59	0.00	98.69	48	48	0.00	350	0.90	0.83	1.10	94.14	3.31	0.45	0.00
3	0.15	1865	2691	145	0	0	0	1	2	0	178	0.00	0.00	0.00	0.01	0.00	99.84	0.23	0.01	0.00	99.61	49	48	0.00	350	0.68	0.00	1.03	96.44	3.18	0.33	0.00
5	0.23	2351	2691	143	8	0	1	15	5	0	240	0.00	0.00	0.03	0.01	0.00	99.74	0.55	0.52	0.00	98.70	49	49	0.00	350	0.75	0.60	0.91	94.67	3.29	0.44	0.00
3	0.16	1815	2691	168	0	0	0	1	0	0	195	0.00	0.00	0.00	0.00	0.00	99.84	0.23	0.00	0.00	99.61	48	48	0.00	350	0.59	0.00	0.87	96.88	3.16	0.32	0.00
6	0.26	2261	2691	189	8	0	0	20	6	0	269	0.00	0.00	0.12	0.01	0.00	99.61	0.69	0.55	0.00	98.49	48	49	0.00	350	0.88	0.87	1.18	93.38	3.34	0.47	0.00
3	0.14	1943	2691	126	0	0	0	0	2	0	161	0.00	0.00	0.00	0.01	0.00	99.84	0.24	0.02	0.00	99.60	51	48	0.00	350	0.65	0.00	0.98	96.49	3.19	0.34	0.00
7	0.30	2308	2691	222	8	0	3	40	16	0	263	0.00	0.00	0.09	0.03	0.00	99.60	0.65	0.18	0.00	98.87	48	48	0.00	600	1.02	0.45	1.46	93.41	3.36	0.49	0.00
3	0.15	1930	2691	124	0	0	0	0	0	0	163	0.00	0.00	0.00	0.00	0.00	99.85	0.25	0.00	0.00	99.61	47	47	0.00	600	0.66	0.00	0.95	96.47	3.18	0.34	0.00
6	0.24	2317	2691	173	8	0	3	43	6	0	222	0.00	0.02	0.12	0.01	0.00	99.62	0.71	0.04	0.00	99.01	47	47	0.00	350	0.72	0.00	1.05	94.66	3.33	0.47	0.00
4	0.19	2173	2691	139	8	0	0	1	3	0	174	0.00	0.00	0.00	0.01	0.00	99.84	0.26	0.02	0.00	99.53	48	48	0.00	350	0.75	0.01	1.13	95.89	3.20	0.36	0.00
10	0.38	2658	2691	197	8	0	9	38	10	0	252	0.00	0.03	0.09	0.01	0.00	99.50	0.83	0.03	0.00	98.75	47	47	0.00	350	0.95	0.00	1.33	93.35	3.46	0.58	0.00
3	0.14	1973	2691	121	0	0	2	0	0	0	149	0.00	0.00	0.00	0.00	0.00	99.86	0.22	0.00	0.00	99.65	47	48	0.00	350	0.60	0.00	0.79	96.90	3.16	0.33	0.00
5	0.22	2332	2691	146	8	0	2	37	13	0	192	0.00	0.00	0.09	0.03	0.00	99.66	0.58	0.07	0.00	99.13	49	48	0.00	350	0.68	0.02	0.96	95.33	3.28	0.43	0.00
3	0.14	1918	2691	112	0	0	0	0	2	0	147	0.00	0.00	0.00	0.01	0.00	99.86	0.23	0.02	0.00	99.62	46	47	0.00	350	0.67	0.04	0.92	96.61	3.16	0.32	0.00
6	0.27	2264	2691	234	8	0	10	38	4	0	284	0.00	0.13	0.03	0.01	0.00	99.57	0.82	0.03	0.00	98.88	47	47	0.00	350	0.74	0.01	1.15	94.29	3.38	0.52	0.00
3	0.15	1938	2691	125	0	0	0	0	1	0	163	0.00	0.00	0.00	0.00	0.00	99.85	0.25	0.01	0.00	99.59	47	47	0.00	350	0.70	0.01	1.00	96.34	3.19	0.34	0.00
5	0.24	2259	2691	182	8	0	5	38	8	1	232	0.00	0.03	0.05	0.04	0.03	99.61	0.64	0.03	0.05	99.03	49	47	0.00	350	0.85	0.00	1.44	94.25	3.32	0.47	0.00
3	0.15	1890	2691	152	0	0	0	2	2	0	178	0.00	0.00	0.00	0.01	0.00	99.84	0.23	0.02	0.00	99.59	47	47	0.00	350	0.75	0.07	1.13	96.11	3.17	0.33	0.00
5	0.23	2287	2691	163	8	0	1	32	13	0	221	0.00	0.00	0.05	0.04	0.00	99.69	0.57	0.33	0.00	98.86	48	49	0.00	350	0.85	0.52	1.07	94.36	3.30	0.44	0.00
3	0.14	1907	2691	120	0	0	0	0	0	0	150	0.00	0.00	0.00	0.00	0.00	99.86	0.21	0.00	0.00	99.65	48	48	0.00	350	0.60	0.00	0.84	96.85	3.16	0.32	0.00
6	0.24	2287	2691	191	8	0	6	40	5	0	235	0.00	0.03	0.07	0.01	0.00	99.66	0.62	0.17	0.00	98.96	47	48	0.00	350	0.80	0.44	1.23	94.24	3.32	0.46	0.00
2	0.12	2014	2691	99	0	0	0	2	0	0	132	0.00	0.00	0.00	0.00	0.00	99.87	0.21	0.00	0.00	99.66	47	47	0.00	350	0.54	0.00	0.77	97.06	3.15	0.32	0.00
6	0.27	2173	2691	247	8	0	7	57	7	1	277	0.00	0.03	0.48	0.03	0.00	99.20	1.45	0.28	0.00	98.00	47	48	0.00	350	0.90	0.83	1.45	90.09	3.42	0.53	0.00
4	0.16	2230	2691	98	8	0	0	2	2	0	134	0.00	0.00	0.00	0.02	0.00	99.85	0.21	0.04	0.00	99.59	49	48	0.00	350	0.53	0.01	0.78	97.11	3.17	0.33	0.00
6	0.25	2320	2691	193	8	0	6	36	5	0	250	0.00	0.00	0.04	0.06	0.00	99.65	0.52	0.38	0.00	98.85	47	48	0.00	350	0.84	0.82	1.35	93.92	3.30	0.45	0.00
3	0.16	1873	2691	156	0	0	1	0	2	0	183	0.00	0.00	0.00	0.01	0.00	99.84	0.28	0.00	0.00	99.56	47	48	0.00	350	0.74	0.00	1.09	96.19	3.18	0.34	0.00
15	0.50	3019	2691	171	8	0	2	35	7	0	230	0.00	0.02	0.03	0.01	0.00	99.44	0.84	0.18	0.00	98.48	48	48	0.00	350	0.79	0.54	1.02	92.72	3.59	0.71	0.00
3	0.14	1915	2691	125	0	0	0	1	0	0	159	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.62	49	48	0.00	350	0.63	0.00	0.90	96.67	3.16	0.32	0.00
7	0.29	2490	2691	192	8	0	7	40	10	0	245	0.00	0.03	0.12	0.01	0.00	99.56	0.80	0.04	0.00	98.87	47	48	0.00	350	0.95	0.00	1.45	93.43	3.37	0.50	0.00
3	0.13	2005	2691	107	0	0	0	0	0	0	140	0.00	0.00	0.00	0.00	0.00	99.87	0.21	0.00	0.00	99.67	46	47	0.00	350	0.64	0.00	0.88	96.84	3.15	0.32	0.00
6	0.24	2279	2691	180	8	0	10	24	7	0	239	0.00	0.01	0.05	0.01	0.00	99.70	0.58	0.04	0.00	99.13	48	48	0.00	350	0.87	0.00	1.27	94.58	3.31	0.45	0.00
3	0.16	1852	2691	162	0	0	0	1	2	0	198	0.00	0.00	0.00	0.01	0.00	99.83	0.28	0.02	0.00	99.54	48	47	0.00	350	0.75	0.00	1.09	96.10	3.18	0.34	0.00
5	0.22	2365	2691	144	8	0	3	36	9	0	195	0.00	0.03	0.04	0.04	0.00	99.70	0.55	0.08	0.00	99.15	47	47	0.00	350	0.64	0.14	0.91	95.45	3.27	0.43	0.00
3	0.15	1839	2691	169	0	0	0	2	1	0	193	0.00	0.00	0.00	0.02	0.00	99.82	0.24	0.04	0.00	99.56	48	49	0.00	350	0.62	0.16	0.81	96.76	3.15	0.32	0.00
6	0.25	2298	2691	178	8	0	1	34	2	1	245	0.00	0.00	0.06	0.00	0.03	99.67	0.61	0.20	0.06	98.89	49	47	0.00	350	0.80	0.41	1.31	94.20	3.31	0.45	0.00
3	0.18	1800	2691	170	0	0	0	2	1	0	207	0.00	0.00	0.00	0.00	0.00	99.81	0.32	0.01	0.00	99.49	47	47	0.00	350	0.92	0.00	1.32	95.21	3.22	0.37	0.00
6	0.25	2189	2691	208	8	0	7	32	5	0	265	0.00	0.03	0.03	0.03	0.00	99.67	0.60	0.07	0.00	99.07	47	48	0.00	350	0.92	0.13	1.31	94.37	3.31	0.46	0.00
3	0.16	1904	2691	134	0	0	0	3	0	0	168	0.00	0.00	0.00	0.00	0.00	99.84	0.25	0.00	0.00	99.59	47	47	0.00	350	0.83	0.00	1.22	95.88	3.18	0.34	0.00
7	0.29	2293	2691	194	16	0	2	33	4	0	260	0.00	0.00	0.05	0.01	0.00	99.69	0.60	0.04	0.00	99.07	48	47	0.00	350	0.90	0.01	1.31	94.31	3.31	0.45	0.00
3	0.13	1993	2691	126	0	0	1	5	2	0	147	0.00	0.00	0.01	0.01	0.00	99.86	0.23	0.00	0.00	99.64	46	47	0.00	350	0.62	0.00	0.84	96.91	3.14	0.31	0.00
6	0.26	2207	2691	197	8	0	4	44	4	0	247	0.00	0.03	0.08	0.01	0.00	99.63	0.70	0.18	0.00	98.86	47	47	0.00	350	1.06	0.56	1.45	92.96	3.35	0.48	0.00
3	0.16	1849	2691	165	0	0	0	1	0	0	194	0.00	0.00	0.00	0.00	0.00	99.84	0.22	0.00	0.00	99.62	49	48	0.00	350	0.65	0.00	0.85	96.72	3.18	0.33	0.00
5	0.22	2357	2691	152	8	0	2	38	6	0	205	0.00	0.00	0.06	0.02	0.00	99.70	0.52	0.23	0.00	99.02	50	50	0.00	350	0.79	0.63	1.03	94.61	3.27	0.42	0.00
3	0.14	1895	2691	129	0	0	0	0	0	0	164	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.63	47	47	0.00	350	0.66	0.00	0.89	96.67	3.16	0.32	0.00
6	0.27	2330	2691	219	8	0	7	35	5	0	276	0.00	0.08	0.04	0.01	0.00	99.61	0.73	0.18	0.00	98.82	49	48	0.00	350	1.03	0.15	1.59	93.45	3.39	0.52	0.00
3	0.15	1940	2691	125	0	0	0	3	0	0	163	0.00	0.00	0.01	0.00	0.00	99.85	0.24	0.00	0.00	99.61	46	47	0.00	350	0.76	0.00	0.98	96.32	3.17	0.33	0.00
6	0.27	2201	2691	226	8	0	7	41	4	0	277	0.00	0.03	0.19	0.02	0.00	99.51	0.87	0.14	0.00	98.73	47	48	0.00	350	0.98	0.43	1.33	93.32	3.35	0.49	0.00
3	0.15	2055	2691	125	0	0	0	0	0	0	162	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.61	47	48	0.00	350	0.75	0.00	0.99	96.34	3.18	0.34	0.00
5	0.23	2308	2691	179	8	0	2	30	8	0	236	0.00	0.03	0.08	0.01	0.00	99.67	0.63	0.31	0.00	98.83	47	47	0.00	350	0.76	0.46	0.98	94.60	3.29	0.44	0.00
4	0.20	2061	2691	180	0	0	0	1	2	0	212	0.00	0.00	0.00	0.01	0.00	99.79	0.32	0.00	0.00	99.47	47	47	0.00	350	0.96	0.00	1.31	95.16	3.24	0.39	0.00
5	0.24	2296	2691	173	8	0	5	35	6	0	222	0.00	0.00	0.06	0.01	0.00	99.70	0.55	0.19	0.00	99.03	46	47	0.00	350	0.92	0.56	1.23	94.16	3.29	0.44	0.00
3	0.14	1932	2691	122	0	0	0	0	0	0	154	0.00	0.00	0.00	0.00	0.00	99.86	0.22	0.00	0.00	99.64	48	47	0.00	350	0.72	0.00	0.97	96.52	3.17	0.33	0.00
6	0.25	2247	2691	181	8	0	2	37	9	0	235	0.00	0.00	0.06	0.02	0.00	99.68	0.58	0.21	0.00	98.96	47	48	0.00	350	1.01	0.62	1.36	93.66	3.31	0.45	0.00
7	0.26	2544	2691	132	8	0	3	38	3	0	219	0.00	0.00	0.13	0.04	0.00	99.61	0.61	0.37	0.00	98.76	47	47	0.00	350	0.66	0.09	0.91	95.15	3.30	0.45	0.00
5	0.22	2208	2691	169	8	0	0	5	3	0	206	0.00	0.00	0.01	0.01	0.00	99.78	0.31	0.01	0.00	99.46	47	47	0.00	350	0.84	0.00	1.14	95.66	3.23	0.39	0.00
